@relation 'output-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lmerged-R2,3,4-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_cz_splacona:dobry,merged:zly-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {kobieta,mezczyzna}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
200,'\'(55.2-67.6]\'',kobieta,99,780,3,3,4,dobry
750,'\'(42.8-55.2]\'',mezczyzna,16,588,0,424,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1374,0,48,48,dobry
249.3,'\'(55.2-67.6]\'',kobieta,16,2100,2,41,48,dobry
500,'\'(42.8-55.2]\'',kobieta,17,990,3,74,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,2080,1,320,48,dobry
300,'\'(42.8-55.2]\'',kobieta,98,911,7,100,48,dobry
472.7,'\'(55.2-67.6]\'',kobieta,13,3700,7,29,48,dobry
200,'\'(42.8-55.2]\'',kobieta,12,984.34,6,20,20,zly
400,'\'(55.2-67.6]\'',mezczyzna,12,1000,7,14,26,dobry
400,'\'(42.8-55.2]\'',kobieta,12,1000,7,34,34,dobry
1000,'\'(30.4-42.8]\'',kobieta,11,1900,1,181,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1100,4,107,48,dobry
400,'\'(55.2-67.6]\'',kobieta,16,1589,0,29,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,802.83,1,203,48,dobry
1921.84,'\'(42.8-55.2]\'',mezczyzna,11,2353,1,101,48,zly
600,'\'(55.2-67.6]\'',kobieta,13,1233,0,126,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1180,0,143,48,dobry
200,'\'(67.6-inf)\'',mezczyzna,13,1642.87,1,72,48,dobry
200,'\'(30.4-42.8]\'',kobieta,11,2505,1,167,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,634,6,54,48,dobry
215.24,'\'(42.8-55.2]\'',mezczyzna,16,1045,6,202,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1500,3,63,48,dobry
397.15,'\'(55.2-67.6]\'',kobieta,16,2300,8,66,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,2300,1,66,48,dobry
497.15,'\'(42.8-55.2]\'',mezczyzna,16,2150,1,84,48,dobry
1500,'\'(55.2-67.6]\'',mezczyzna,98,3000,0,72,48,dobry
741.52,'\'(30.4-42.8]\'',kobieta,11,2200,3,40,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,980,7,13,15,dobry
600,'\'(30.4-42.8]\'',kobieta,11,2400,6,116,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,1300,0,232,48,zly
500,'\'(55.2-67.6]\'',kobieta,13,1900,1,91,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,2800,0,120,48,zly
300,'\'(55.2-67.6]\'',kobieta,13,714,0,225,48,dobry
254.98,'\'(55.2-67.6]\'',kobieta,16,634.64,6,139,48,dobry
300,'\'(55.2-67.6]\'',kobieta,11,2800,2,12,48,dobry
300,'\'(55.2-67.6]\'',kobieta,11,1187.06,0,136,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,98,3014,0,105,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,803.86,7,161,48,dobry
1000,'\'(30.4-42.8]\'',kobieta,98,6000,3,20,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1162,7,224,48,dobry
252.16,'\'(55.2-67.6]\'',kobieta,13,1658,7,32,48,dobry
800,'\'(55.2-67.6]\'',mezczyzna,13,3040,0,204,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1107,1,18,48,dobry
800,'\'(55.2-67.6]\'',kobieta,13,3440,7,54,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,3000,0,44,48,zly
200,'\'(42.8-55.2]\'',kobieta,12,990.34,0,59,48,dobry
391.97,'\'(55.2-67.6]\'',kobieta,13,1507,1,62,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1635,7,123,48,dobry
392.43,'\'(42.8-55.2]\'',mezczyzna,12,1963.88,6,9,20,dobry
250,'\'(30.4-42.8]\'',mezczyzna,12,1637,0,55,48,dobry
200,'\'(-inf-30.4]\'',kobieta,12,900,0,6,18,zly
276.26,'\'(42.8-55.2]\'',mezczyzna,11,2100,4,41,48,dobry
800,'\'(67.6-inf)\'',kobieta,13,2120,2,122,48,dobry
300,'\'(42.8-55.2]\'',kobieta,16,1500,2,5,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1738.57,0,60,48,dobry
250,'\'(55.2-67.6]\'',kobieta,13,1650,1,118,48,dobry
299.72,'\'(55.2-67.6]\'',kobieta,13,714,8,225,48,dobry
438.67,'\'(42.8-55.2]\'',kobieta,11,1577.42,0,208,48,dobry
800,'\'(42.8-55.2]\'',mezczyzna,98,2500,0,144,48,zly
500,'\'(42.8-55.2]\'',mezczyzna,12,1952.35,0,7,11,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,2000,0,204,48,dobry
500,'\'(67.6-inf)\'',mezczyzna,13,1700,0,84,48,zly
400,'\'(55.2-67.6]\'',kobieta,16,2084.79,1,144,48,dobry
1000,'\'(55.2-67.6]\'',kobieta,11,2300,0,15,48,zly
500,'\'(-inf-30.4]\'',kobieta,11,2100,0,26,48,dobry
530,'\'(55.2-67.6]\'',kobieta,13,1691.3,3,76,48,dobry
400,'\'(67.6-inf)\'',kobieta,13,1017,0,164,48,dobry
600,'\'(30.4-42.8]\'',kobieta,11,1800,0,55,48,dobry
278.98,'\'(30.4-42.8]\'',kobieta,98,1200,7,49,48,dobry
350,'\'(67.6-inf)\'',kobieta,13,729.03,8,260,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1027,3,195,48,dobry
974.28,'\'(67.6-inf)\'',kobieta,13,2100,6,58,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1000,4,67,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,11,1660,0,53,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,988,0,228,48,zly
300,'\'(-inf-30.4]\'',mezczyzna,11,1459,4,12,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,3251,1,141,48,dobry
664.48,'\'(55.2-67.6]\'',kobieta,13,930,4,97,48,dobry
460,'\'(55.2-67.6]\'',kobieta,13,1013.74,7,116,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,720.19,5,96,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1212,7,57,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1865,4,23,34,dobry
400,'\'(67.6-inf)\'',kobieta,13,1016,0,192,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1018,0,132,48,zly
938.75,'\'(55.2-67.6]\'',mezczyzna,13,2474,2,18,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1500,6,88,48,dobry
600,'\'(67.6-inf)\'',kobieta,13,640,1,142,48,dobry
584.58,'\'(55.2-67.6]\'',kobieta,16,892,1,204,48,dobry
1000,'\'(55.2-67.6]\'',kobieta,13,1530,1,28,48,dobry
367.31,'\'(55.2-67.6]\'',kobieta,13,1684,6,23,48,zly
400,'\'(55.2-67.6]\'',kobieta,16,1411,4,69,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1730.13,0,196,48,dobry
900,'\'(55.2-67.6]\'',kobieta,17,684,7,193,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,997,7,82,48,dobry
1000,'\'(55.2-67.6]\'',kobieta,13,930,1,134,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,975,7,30,48,dobry
315.12,'\'(67.6-inf)\'',mezczyzna,13,960,7,143,48,dobry
200,'\'(30.4-42.8]\'',mezczyzna,11,1800,7,168,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1286.16,0,120,48,dobry
299.23,'\'(55.2-67.6]\'',kobieta,16,1389,2,94,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,1870,0,113,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,2066,7,132,48,dobry
265.58,'\'(55.2-67.6]\'',kobieta,13,1189,7,73,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,562,3,84,48,dobry
996,'\'(42.8-55.2]\'',mezczyzna,11,2500,3,207,48,dobry
237.13,'\'(42.8-55.2]\'',kobieta,16,1045.6,8,15,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,11,1460.17,4,64,48,dobry
281.84,'\'(42.8-55.2]\'',kobieta,12,1032,7,41,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1896,1,16,16,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1027,7,12,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,2284.23,2,303,48,dobry
325.58,'\'(42.8-55.2]\'',kobieta,11,2065.98,0,182,48,dobry
286.26,'\'(42.8-55.2]\'',mezczyzna,11,1400,0,17,48,dobry
497.15,'\'(42.8-55.2]\'',mezczyzna,12,600,8,12,27,dobry
300,'\'(42.8-55.2]\'',kobieta,17,864.6,1,5,7,dobry
700,'\'(67.6-inf)\'',kobieta,13,1431,0,250,48,dobry
684.58,'\'(67.6-inf)\'',kobieta,13,2534,1,130,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,16,837,0,234,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1420,1,56,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,99,1100,0,6,7,zly
500,'\'(30.4-42.8]\'',mezczyzna,11,2180.09,0,53,48,zly
500,'\'(42.8-55.2]\'',mezczyzna,11,1320,7,345,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,900,7,96,48,dobry
330.11,'\'(55.2-67.6]\'',kobieta,13,840,5,116,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1200,7,12,14,dobry
500,'\'(30.4-42.8]\'',mezczyzna,11,1186,0,13,48,zly
200,'\'(30.4-42.8]\'',mezczyzna,11,2000,1,8,48,dobry
2000,'\'(67.6-inf)\'',mezczyzna,13,2612,0,85,48,dobry
500,'\'(30.4-42.8]\'',kobieta,12,1000,0,58,48,zly
200,'\'(55.2-67.6]\'',mezczyzna,13,1287.66,6,99,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,99,1400,0,19,19,dobry
200,'\'(30.4-42.8]\'',kobieta,11,1050,0,2,48,zly
600,'\'(55.2-67.6]\'',kobieta,12,1350,1,25,25,dobry
476.83,'\'(55.2-67.6]\'',mezczyzna,11,1250,0,68,48,dobry
388.49,'\'(30.4-42.8]\'',mezczyzna,11,1850,2,58,48,zly
200,'\'(42.8-55.2]\'',mezczyzna,12,1500,0,38,48,zly
200,'\'(67.6-inf)\'',kobieta,16,959.6,7,118,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,980.11,4,48,48,dobry
389.72,'\'(42.8-55.2]\'',kobieta,12,1000,1,48,48,dobry
550,'\'(42.8-55.2]\'',kobieta,12,1675,7,12,12,dobry
282.28,'\'(42.8-55.2]\'',mezczyzna,11,1600,1,345,48,dobry
450,'\'(67.6-inf)\'',kobieta,13,1019,0,136,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,2400,1,255,48,zly
200,'\'(30.4-42.8]\'',kobieta,11,1000,0,64,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,1641,0,168,48,zly
200,'\'(67.6-inf)\'',kobieta,13,730,6,564,48,dobry
246.46,'\'(55.2-67.6]\'',mezczyzna,13,1559,2,74,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1400,1,28,48,dobry
230.9,'\'(67.6-inf)\'',kobieta,13,1239.98,5,258,48,dobry
437.15,'\'(55.2-67.6]\'',kobieta,13,820,2,34,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,13,3900,8,33,48,dobry
276.75,'\'(42.8-55.2]\'',kobieta,11,1050,6,37,48,dobry
600,'\'(67.6-inf)\'',mezczyzna,13,2612,0,85,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,13,989.62,0,276,48,zly
207.19,'\'(55.2-67.6]\'',kobieta,13,1350,6,114,48,dobry
450,'\'(30.4-42.8]\'',mezczyzna,12,993,0,6,15,zly
300,'\'(67.6-inf)\'',kobieta,13,1412,1,207,48,dobry
441.54,'\'(30.4-42.8]\'',kobieta,98,4000,7,22,48,dobry
247.28,'\'(55.2-67.6]\'',kobieta,13,611,6,142,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,729.03,1,260,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1344.9,6,49,48,zly
202.28,'\'(55.2-67.6]\'',mezczyzna,11,3000,8,215,48,dobry
1000,'\'(42.8-55.2]\'',kobieta,11,5800,7,57,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,1248,1,253,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1000,7,71,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,1082,0,180,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,917,1,79,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,13,864.34,2,159,48,dobry
700,'\'(67.6-inf)\'',kobieta,16,980,1,134,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,765,0,624,48,zly
300,'\'(42.8-55.2]\'',mezczyzna,12,1000,5,46,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,15,1100.79,0,93,48,dobry
200,'\'(-inf-30.4]\'',kobieta,12,700,0,3,5,dobry
430,'\'(30.4-42.8]\'',mezczyzna,11,2470,4,69,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,2110,1,104,48,dobry
200,'\'(55.2-67.6]\'',kobieta,11,1172.2,7,40,48,dobry
200,'\'(42.8-55.2]\'',kobieta,17,432.87,0,148,48,zly
350,'\'(42.8-55.2]\'',kobieta,12,1700,8,58,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,98,1500,0,11,48,zly
200,'\'(55.2-67.6]\'',mezczyzna,11,1800,1,164,48,dobry
700,'\'(30.4-42.8]\'',mezczyzna,12,1700,0,0,2,zly
523.43,'\'(30.4-42.8]\'',mezczyzna,11,2050,2,121,48,dobry
624.85,'\'(42.8-55.2]\'',kobieta,11,3200,7,57,48,dobry
537.15,'\'(55.2-67.6]\'',kobieta,13,962,3,68,48,dobry
437.15,'\'(55.2-67.6]\'',kobieta,13,1362,7,59,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1443,2,37,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,17,985,8,16,17,dobry
235.97,'\'(55.2-67.6]\'',mezczyzna,12,1100,7,25,36,dobry
200,'\'(67.6-inf)\'',kobieta,13,616,7,249,48,dobry
